institute_short,program_name,program_duration,degree_short,quota,pool,category,is_preparatory,opening_rank,closing_rank
IIT-Bhilai,Mechanical Engineering,4 Years,B.Tech,AI,Female-Only,GEN-EWS,0,3177,3897
IIT-Mandi,Engineering Physics,4 Years,B.Tech,AI,Gender-Neutral,OBC-NCL,0,3180,4441
IIT-Patna,Chemical Engineering,4 Years,B.Tech,AI,Female-Only,GEN-EWS,0,3183,3592
NIT-Silchar,Electronics and Communication Engineering,4 Years,B.Tech,OS,Female-Only,GEN-EWS,0,3183,4506
IIT-Guwahati,Chemical Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN,0,3184,5722
IIT-(ISM) Dhanbad,Electrical Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN,0,3189,6615
NIT-Srinagar,Information Technology,4 Years,B.Tech,OS,Female-Only,ST,0,3196,4225
NIT-Durgapur,Metallurgical and Materials Engineering,4 Years,B.Tech,OS,Female-Only,ST,0,3197,4444
NIT-Surat,Electronics and Communication Engineering,4 Years,B.Tech,HS,Gender-Neutral,SC,0,3200,8829
IIT-Roorkee,Geophysical Technology,5 Years,Int M.Tech,AI,Female-Only,GEN-EWS,0,3202,3253
NIT-Rourkela,Life Science,5 Years,Int MSc.,OS,Gender-Neutral,ST,0,3202,4072
IIT-Jodhpur,Electrical Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN,0,3205,6180
NIT-Srinagar,Chemical Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN-PWD,0,3205,3205
IIT-(BHU) Varanasi,Pharmaceutics,4 Years,B.Pharm,AI,Gender-Neutral,OBC-NCL,0,3207,3796
NIT-Tiruchirappalli,Instrumentation and Control Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN,0,3207,13606
NIT-Allahabad,Mechanical Engineering,4 Years,B.Tech,HS,Gender-Neutral,OBC-NCL,0,3208,6034
NIT-Jaipur,Civil Engineering,4 Years,B.Tech,HS,Gender-Neutral,GEN-EWS,0,3211,3968
IIT-(BHU) Varanasi,Industrial Chemistry,5 Years,Int M.Tech,AI,Gender-Neutral,OBC-NCL,0,3212,3518
NIT-Nagpur,Metallurgical and Materials Engineering,4 Years,B.Tech,OS,Gender-Neutral,SC,0,3213,4615
NIT-Tiruchirappalli,Electrical and Electronics Engineering,4 Years,B.Tech,HS,Gender-Neutral,SC,0,3214,4417
NIT-Kurukshetra,Civil Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN-EWS,0,3215,5448
IIT-Patna,Mechanical Engineering,4 Years,B.Tech,AI,Female-Only,GEN-EWS,0,3215,3417
NIT-Rourkela,Ceramic Engineering and M.Tech Industrial Ceramic,5 Years,Btech + M.Tech (IDD),HS,Gender-Neutral,ST,0,3216,5604
NIT-Patna,Computer Science and Engineering,4 Years,B.Tech,HS,Female-Only,GEN-EWS,0,3220,6354
NIT-Tiruchirappalli,Chemical Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN,0,3225,12056
NIT-Karnataka-Surathkal,Mining Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN-EWS,0,3229,4904
NIT-Allahabad,Chemical Engineering,4 Years,B.Tech,OS,Gender-Neutral,SC,0,3230,5348
NIT-Allahabad,Information Technology,4 Years,B.Tech,HS,Female-Only,OBC-NCL,0,3231,6167
NIT-Silchar,Mechanical Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN-EWS,0,3234,5461
IIT-Guwahati,Chemical Science and Technology,4 Years,B.Tech,AI,Female-Only,OBC-NCL,0,3234,7425
IIT-Indore,Civil Engineering,4 Years,B.Tech,AI,Female-Only,GEN-EWS,0,3234,3234
IIT-Roorkee,Economics,5 Years,BS + MS (IDD),AI,Female-Only,SC,0,3235,3235
NIT-Silchar,Electronics and Instrumentation Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN-EWS,0,3236,4707
NIT-Srinagar,Metallurgical and Materials Engineering,4 Years,B.Tech,OS,Gender-Neutral,ST,0,3237,3820
NIT-Rourkela,Mining Engineering,5 Years,Btech + M.Tech (IDD),OS,Gender-Neutral,SC,0,3237,6026
IIT-(ISM) Dhanbad,Mineral and Metallurgical Engineering,4 Years,B.Tech,AI,Female-Only,GEN-EWS,0,3246,4066
IIT-Ropar,Electrical Engineering,4 Years,B.Tech,AI,Female-Only,OBC-NCL,0,3247,5560
NIT-Agartala,Electronics and Communication Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN-EWS,0,3249,4143
NIT-Bhopal,Electronics and Communication Engineering,4 Years,B.Tech,HS,Gender-Neutral,OBC-NCL,0,3250,5912
NIT-Rourkela,Chemical Engineering,5 Years,Btech + M.Tech (IDD),OS,Gender-Neutral,GEN-EWS,0,3251,4791
NIT-Rourkela,Mathematics,5 Years,Int MSc.,OS,Gender-Neutral,GEN-EWS,0,3253,5629
IIT-(BHU) Varanasi,Bioengineering with M.Tech in Biomedical Technology,5 Years,B.Tech + M.Tech (IDD),AI,Gender-Neutral,OBC-NCL,0,3253,5432
IIT-Patna,Metallurgical and Materials Engineering,4 Years,B.Tech,AI,Female-Only,SC,0,3254,3254
NIT-Silchar,Electronics and Instrumentation Engineering,4 Years,B.Tech,HS,Female-Only,ST,0,3254,4589
IIT-(ISM) Dhanbad,Engineering Physics,4 Years,B.Tech,AI,Female-Only,GEN-EWS,0,3254,3517
NIT-Jalandhar,Textile Technology,4 Years,B.Tech,OS,Female-Only,ST,0,3257,5207
NIT-Patna,Electrical Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN-EWS,0,3260,4825
NIT-Patna,Civil Engineering,4 Years,B.Tech,OS,Female-Only,SC,0,3262,7468
IIT-Mandi,Electrical Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN,0,3264,6204
IIT-(ISM) Dhanbad,Mineral and Metallurgical Engineering,4 Years,B.Tech,AI,Female-Only,SC,0,3264,3264
NIT-Surat,Physics,5 Years,Int MSc.,OS,Gender-Neutral,ST,0,3265,3592
NIT-Uttarakhand,Electronics and Communication Engineering,4 Years,B.Tech,HS,Gender-Neutral,ST,0,3266,4363
IIT-Delhi,Production and Industrial Engineering,4 Years,B.Tech,AI,Female-Only,OBC-NCL,0,3266,5846
IIT-Jammu,Mechanical Engineering,4 Years,B.Tech,AI,Female-Only,SC,0,3268,3381
NIT-Karnataka-Surathkal,Electrical and Electronics Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN,0,3268,6811
IIT-(ISM) Dhanbad,Mathematics and Computing,5 Years,Int M.Tech,AI,Female-Only,OBC-NCL,0,3268,5029
IIT-(BHU) Varanasi,Pharmaceutical Engineering & Technology,5 Years,B.Tech + M.Tech (IDD),AI,Female-Only,SC,0,3268,3268
NIT-Allahabad,Production and Industrial Engineering,4 Years,B.Tech,HS,Gender-Neutral,GEN-EWS,0,3271,4822
IIT-(ISM) Dhanbad,Applied Geology,5 Years,Int M.Tech,AI,Gender-Neutral,OBC-NCL,0,3271,5548
IIT-Bhilai,Computer Science and Engineering,4 Years,B.Tech,AI,Female-Only,OBC-NCL,0,3272,5550
NIT-Kurukshetra,Civil Engineering,4 Years,B.Tech,OS,Female-Only,GEN-PWD,0,3274,3274
IIT-Roorkee,Physics,5 Years,Int MSc.,AI,Female-Only,SC,0,3275,3366
IIT-Bhubaneswar,Metallurgical and Materials Engineering,5 Years,B.Tech + M.Tech (IDD),AI,Gender-Neutral,OBC-NCL,0,3276,5156
NIT-Patna,Computer Science and Engineering,4 Years,B.Tech,OS,Female-Only,SC,0,3279,4637
NIT-Patna,Electronics and Communication Engineering,4 Years,B.Tech,OS,Gender-Neutral,SC,0,3283,4506
NIT-Calicut,Electronics and Communication Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN,0,3284,8378
IIT-Kharagpur,Ocean Engineering and Naval Architecture,5 Years,B.Tech + M.Tech (IDD),AI,Female-Only,GEN-EWS,0,3288,3967
NIT-Raipur,Electrical Engineering,4 Years,B.Tech,OS,Gender-Neutral,SC,0,3289,4662
IIT-Kharagpur,Industrial and Systems Engineering with M.Tech. in Industrial and Systems Engineering and Management,5 Years,B.Tech + M.Tech (IDD),AI,Gender-Neutral,GEN,0,3292,4887
IIT-Madras,Chemical Engineering,4 Years,B.Tech,AI,Female-Only,GEN,0,3297,8188
NIT-Srinagar,Electrical Engineering,4 Years,B.Tech,OS,Female-Only,ST,0,3299,5884
IIT-Hyderabad,Biotechnology and Bioinformatics,4 Years,B.Tech,AI,Gender-Neutral,OBC-NCL,0,3299,3351
IIT-Mandi,Civil Engineering,4 Years,B.Tech,AI,Female-Only,GEN-EWS,0,3301,3607
IIT-Guwahati,Civil Engineering,4 Years,B.Tech,AI,Female-Only,OBC-NCL,0,3302,6563
IIT-Madras,Biological Sciences,5 Years,BS + MS (IDD),AI,Female-Only,GEN-EWS,0,3302,3302
NIT-Bhopal,Computer Science and Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN,0,3304,7290
NIT-Durgapur,Electrical Engineering,4 Years,B.Tech,OS,Female-Only,SC,0,3306,7216
IIT-Roorkee,Chemical Sciences,5 Years,BS + MS (IDD),AI,Gender-Neutral,OBC-NCL,0,3307,4518
IIT-Jodhpur,Computer Science and Engineering,4 Years,B.Tech,AI,Female-Only,GEN,0,3307,6773
NIT-Karnataka-Surathkal,Civil Engineering,4 Years,B.Tech,HS,Female-Only,SC,0,3307,9284
NIT-Rourkela,Electronics and Communication Engineering,4 Years,B.Tech,HS,Gender-Neutral,OBC-NCL,0,3310,7200
IIT-(ISM) Dhanbad,Electrical Engineering,4 Years,B.Tech,AI,Female-Only,OBC-NCL,0,3310,5280
IIT-Guwahati,Biosciences and Bioengineering,4 Years,B.Tech,AI,Gender-Neutral,OBC-NCL,0,3311,4328
NIT-Puducherry,Computer Science and Engineering,4 Years,B.Tech,OS,Gender-Neutral,OBC-NCL,0,3312,5044
IIT-Kharagpur,Agricultural and Food Engineering with M.Tech. in any of the listed specializations,5 Years,B.Tech + M.Tech (IDD),AI,Female-Only,GEN-EWS,0,3314,3886
NIT-Bhopal,Civil Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN-EWS,0,3316,5532
IIT-Roorkee,Mathematics & Computing,5 Years,BS + MS (IDD),AI,Female-Only,GEN,0,3317,4633
IIT-Mandi,Engineering Physics,4 Years,B.Tech,AI,Female-Only,GEN-EWS,0,3319,3858
NIT-Warangal,Chemical Engineering,4 Years,B.Tech,HS,Female-Only,SC,0,3322,3852
NIT-Durgapur,Computer Science and Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN,0,3326,9193
NIT-Rourkela,Electrical Engineering,4 Years,B.Tech,HS,Female-Only,SC,0,3326,5590
IIT-Tirupati,Chemical Engineering,4 Years,B.Tech,AI,Gender-Neutral,OBC-NCL,0,3327,4761
IIT-Madras,Aerospace Engineering,4 Years,B.Tech,AI,Female-Only,GEN,0,3335,7349
NIT-Warangal,Electronics and Communication Engineering,4 Years,B.Tech,AP,Female-Only,OBC-NCL,0,3335,3335
NIT-Kurukshetra,Electronics and Communication Engineering,4 Years,B.Tech,HS,Gender-Neutral,OBC-NCL,0,3337,6029
NIT-Bhopal,Electronics and Communication Engineering,4 Years,B.Tech,OS,Female-Only,SC,0,3341,5617
NIT-Bhopal,Electronics and Communication Engineering,4 Years,B.Tech,HS,Female-Only,GEN-EWS,0,3341,4847
NIT-Warangal,Metallurgical and Materials Engineering,4 Years,B.Tech,AP,Female-Only,ST,0,3343,3343
NIT-Raipur,Information Technology,4 Years,B.Tech,OS,Gender-Neutral,OBC-NCL,0,3343,4858
NIT-Nagpur,Civil Engineering,4 Years,B.Tech,OS,Gender-Neutral,OBC-NCL,0,3344,4981
NIT-Rourkela,Civil Engineering,4 Years,B.Tech,OS,Female-Only,SC,0,3345,4625
NIT-Meghalaya,Computer Science and Engineering,4 Years,B.Tech,HS,Female-Only,ST,0,3346,9655
NIT-Silchar,Electrical Engineering,4 Years,B.Tech,OS,Gender-Neutral,SC,0,3347,4876
NIT-Srinagar,Mechanical Engineering,4 Years,B.Tech,JK,Gender-Neutral,ST,0,3352,5688
IIT-Jammu,Chemical Engineering,4 Years,B.Tech,AI,Female-Only,GEN-EWS,0,3352,3935
NIT-Andhra-Pradesh,Metallurgical and Materials Engineering,4 Years,B.Tech,HS,Gender-Neutral,SC,0,3353,6187
IIT-(BHU) Varanasi,Materials Science and Technology,5 Years,B.Tech + M.Tech (IDD),AI,Female-Only,GEN-EWS,0,3353,4055
IIT-Gandhinagar,Civil Engineering,4 Years,B.Tech,AI,Female-Only,GEN-EWS,0,3354,3487
NIT-Nagaland,Computer Science and Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN-EWS,0,3358,4932
IIT-Kharagpur,Architecture,5 Years,B.Arch,AI,Female-Only,GEN-EWS,0,3362,4631
IIT-Kharagpur,Industrial and Systems Engineering,4 Years,B.Tech,AI,Female-Only,OBC-NCL,0,3364,5421
NIT-Warangal,Metallurgical and Materials Engineering,4 Years,B.Tech,AP,Gender-Neutral,GEN-EWS,0,3368,3368
NIT-Rourkela,Industrial Design,4 Years,B.Tech,OS,Female-Only,ST,0,3371,4543
NIT-Tiruchirappalli,Electrical and Electronics Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,3371,3921
IIT-Kharagpur,Metallurgical and Materials Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN,0,3373,6001
NIT-Karnataka-Surathkal,Electrical and Electronics Engineering,4 Years,B.Tech,HS,Female-Only,SC,0,3373,8695
IIT-Jodhpur,Bio Engineering,4 Years,B.Tech,AI,Female-Only,SC,0,3375,3375
NIT-Andhra-Pradesh,Bio Technology,4 Years,B.Tech,HS,Gender-Neutral,ST,0,3376,3376
IIT-Ropar,Mathematics and Computing,4 Years,B.Tech,AI,Female-Only,OBC-NCL,0,3378,4157
IIT-Jodhpur,Materials Engineering,4 Years,B.Tech,AI,Female-Only,SC,0,3379,3379
IIT-Mandi,Data Science and Engineering,4 Years,B.Tech,AI,Female-Only,OBC-NCL,0,3388,4358
IIT-(ISM) Dhanbad,Mechanical Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN,0,3389,8166
NIT-Calicut,Electronics and Communication Engineering,4 Years,B.Tech,HS,Gender-Neutral,OBC-NCL,0,3390,5400
IIT-(BHU) Varanasi,Chemical Engineering,4 Years,B.Tech,AI,Female-Only,OBC-NCL,0,3391,7122
NIT-Rourkela,Chemical Engineering,5 Years,Btech + M.Tech (IDD),HS,Gender-Neutral,SC,0,3392,8721
IIT-Bombay,Metallurgical Engineering & Materials Science,5 Years,B.Tech + M.Tech (IDD),AI,Gender-Neutral,GEN,0,3392,4298
NIT-Calicut,Civil Engineering,4 Years,B.Tech,OS,Female-Only,SC,0,3393,6552
IIT-(BHU) Varanasi,Metallurgical Engineering,5 Years,B.Tech + M.Tech (IDD),AI,Female-Only,SC,0,3394,3745
IIT-Bhubaneswar,Civil Engineering and M.Tech. in Environmental Engineering,5 Years,B.Tech + M.Tech (IDD),AI,Female-Only,SC,0,3401,3401
NIT-Bhopal,Chemical Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN-EWS,0,3401,5159
NIT-Jaipur,Metallurgical and Materials Engineering,4 Years,B.Tech,HS,Gender-Neutral,SC,0,3402,6632
IIT-Kharagpur,Economics,5 Years,Int MSc.,AI,Female-Only,OBC-NCL,0,3404,6465
NIT-Karnataka-Surathkal,Chemical Engineering,4 Years,B.Tech,HS,Female-Only,SC,0,3409,7572
NIT-Patna,Computer Science and Engineering,4 Years,B.Tech,HS,Female-Only,SC,0,3410,7571
NIT-Jaipur,Computer Science and Engineering,4 Years,B.Tech,HS,Female-Only,GEN,0,3412,6843
NIT-Jamshedpur,Electrical Engineering,4 Years,B.Tech,HS,Gender-Neutral,GEN-EWS,0,3417,4955
NIT-Raipur,Mechanical Engineering,4 Years,B.Tech,HS,Gender-Neutral,SC,0,3420,11166
NIT-Jaipur,Electronics and Communication Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN,0,3420,9208
NIT-Durgapur,Civil Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN-EWS,0,3422,5742
IIT-Gandhinagar,Mechanical Engineering,4 Years,B.Tech,AI,Female-Only,OBC-NCL,0,3423,6879
NIT-Rourkela,Metallurgical and Materials Engineering,5 Years,Btech + M.Tech (IDD),OS,Gender-Neutral,SC,0,3424,5190
NIT-Puducherry,Electronics and Communication Engineering,4 Years,B.Tech,OS,Female-Only,GEN-EWS,0,3424,3424
NIT-Patna,Mechanical Engineering,4 Years,B.Tech,HS,Gender-Neutral,SC,0,3424,7862
NIT-Rourkela,Mechanical Engineering,4 Years,B.Tech,OS,Female-Only,SC,0,3424,4655
IIT-Roorkee,Geological Technology,5 Years,Int M.Tech,AI,Female-Only,GEN-EWS,0,3425,3793
IIT-(BHU) Varanasi,Pharmaceutical Engineering & Technology,4 Years,B.Tech,AI,Gender-Neutral,OBC-NCL,0,3427,5391
NIT-Silchar,Computer Science and Engineering,4 Years,B.Tech,HS,Gender-Neutral,GEN-EWS,0,3427,8112
IIT-Indore,Mechanical Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN,0,3432,6233
IIT-Hyderabad,Chemical Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN,0,3435,5923
NIT-Kurukshetra,Electronics and Communication Engineering,4 Years,B.Tech,OS,Female-Only,SC,0,3438,5811
IIT-Madras,Biological Sciences,5 Years,B.Tech + M.Tech (IDD),AI,Gender-Neutral,GEN,0,3438,12762
IIT-Palakkad,Electrical Engineering,4 Years,B.Tech,AI,Female-Only,OBC-NCL,0,3439,5861
NIT-Durgapur,Chemical Engineering,4 Years,B.Tech,HS,Gender-Neutral,SC,0,3440,6551
IIT-Guwahati,Electronics and Electrical Engineering,4 Years,B.Tech,AI,Female-Only,GEN,0,3440,5757
IIT-Hyderabad,Civil Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN,0,3447,7388
NIT-Raipur,Metallurgical and Materials Engineering,4 Years,B.Tech,OS,Female-Only,ST,0,3447,4833
NIT-Rourkela,Civil Engineering,4 Years,B.Tech,HS,Female-Only,SC,0,3447,8441
IIT-Madras,Aerospace Engineering,5 Years,B.Tech + M.Tech (IDD),AI,Female-Only,OBC-NCL,0,3448,3589
NIT-Nagpur,Mining Engineering,4 Years,B.Tech,HS,Gender-Neutral,SC,0,3448,3566
NIT-Rourkela,Electronics and Instrumentation Engineering,4 Years,B.Tech,OS,Gender-Neutral,OBC-NCL,0,3449,4603
IIT-Jammu,Mechanical Engineering,4 Years,B.Tech,AI,Female-Only,GEN-EWS,0,3452,3739
IIT-Palakkad,Civil Engineering,4 Years,B.Tech,AI,Female-Only,GEN-EWS,0,3453,4022
NIT-Allahabad,Production and Industrial Engineering,4 Years,B.Tech,OS,Female-Only,ST,0,3456,4254
IIT-Kharagpur,Agricultural and Food Engineering with M.Tech. in any of the listedspecializations,5 Years,B.Tech + M.Tech (IDD),AI,Female-Only,SC,0,3458,3458
IIT-Jodhpur,Civil and Infrastructure Engineering,4 Years,B.Tech,AI,Gender-Neutral,OBC-NCL,0,3459,4294
NIT-Goa,Mechanical Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN-EWS,0,3460,4784
NIT-Uttarakhand,Electrical and Electronics Engineering,4 Years,B.Tech,OS,Gender-Neutral,SC,0,3464,4809
IIT-Jammu,Computer Science and Engineering,4 Years,B.Tech,AI,Female-Only,OBC-NCL,0,3465,5115
NIT-Durgapur,Biotechnology,5 Years,Btech + M.Tech (IDD),OS,Female-Only,ST,0,3468,4746
NIT-Jamshedpur,Metallurgical and Materials Engineering,4 Years,B.Tech,OS,Female-Only,ST,0,3469,4442
NIT-Delhi,Electronics and Communication Engineering,4 Years,B.Tech,HS,Female-Only,ST,0,3477,11903
NIT-Rourkela,Electronics and Communication Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN,0,3484,5674
NIT-Patna,Electrical Engineering,4 Years,B.Tech,HS,Gender-Neutral,GEN-EWS,0,3486,5307
IIT-Goa,Mathematics and Computing,4 Years,B.Tech,AI,Gender-Neutral,GEN,0,3487,5695
NIT-Bhopal,Mechanical Engineering,4 Years,B.Tech,HS,Gender-Neutral,SC,0,3491,6094
IIT-(BHU) Varanasi,Ceramic Engineering,5 Years,B.Tech + M.Tech (IDD),AI,Gender-Neutral,OBC-NCL,0,3495,5569
NIT-Delhi,Electrical and Electronics Engineering,4 Years,B.Tech,OS,Female-Only,SC,0,3495,3547
NIT-Calicut,Chemical Engineering,4 Years,B.Tech,HS,Female-Only,SC,0,3501,15540
NIT-Jalandhar,Electrical Engineering,4 Years,B.Tech,OS,Female-Only,GEN-EWS,0,3501,5708
IIT-Roorkee,Production and Industrial Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN,0,3502,5397
NIT-Karnataka-Surathkal,Mechanical Engineering,4 Years,B.Tech,OS,Female-Only,GEN-EWS,0,3510,3618
IIT-Kanpur,Chemistry,4 Years,BSc,AI,Female-Only,GEN-EWS,0,3510,4294
NIT-Jamshedpur,Civil Engineering,4 Years,B.Tech,OS,Gender-Neutral,SC,0,3511,6113
NIT-Patna,Mechanical Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN-EWS,0,3515,5763
NIT-Silchar,Electronics and Communication Engineering,4 Years,B.Tech,HS,Gender-Neutral,SC,0,3517,8620
NIT-Delhi,Electronics and Communication Engineering,4 Years,B.Tech,HS,Female-Only,SC,0,3520,8480
NIT-Durgapur,Computer Science and Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,3522,5857
NIT-Karnataka-Surathkal,Chemical Engineering,4 Years,B.Tech,OS,Female-Only,GEN-EWS,0,3522,3522
IIT-Tirupati,Computer Science and Engineering,4 Years,B.Tech,AI,Female-Only,GEN,0,3525,6712
NIT-Warangal,Bio Technology,4 Years,B.Tech,OS,Female-Only,ST,0,3530,3530
NIT-Tiruchirappalli,Chemical Engineering,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,3530,5822
NIT-Calicut,Mechanical Engineering,4 Years,B.Tech,OS,Gender-Neutral,OBC-NCL,0,3533,5492
NIT-Tiruchirappalli,Instrumentation and Control Engineering,4 Years,B.Tech,HS,Gender-Neutral,SC,0,3534,8651
NIT-Allahabad,Information Technology,4 Years,B.Tech,OS,Female-Only,OBC-NCL,0,3534,5252
IIT-Madras,Biological Sciences,5 Years,BS + MS (IDD),AI,Gender-Neutral,OBC-NCL,0,3538,4662
NIT-Manipur,Computer Science and Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN-EWS,0,3538,3884
NIT-Calicut,Chemical Engineering,4 Years,B.Tech,OS,Gender-Neutral,SC,0,3539,5438
NIT-Sikkim,Mechanical Engineering,4 Years,B.Tech,OS,Female-Only,ST,0,3541,4869
IIT-(ISM) Dhanbad,Environmental Engineering,4 Years,B.Tech,AI,Female-Only,GEN-EWS,0,3542,4188
NIT-Hamirpur,Mathematics and Computing,4 Years,B.Tech,OS,Gender-Neutral,OBC-NCL,0,3545,4521
IIT-Patna,Electrical and Electronics Engineering,4 Years,B.Tech,AI,Female-Only,OBC-NCL,0,3551,5486
IIT-Jodhpur,Chemical Engineering,4 Years,B.Tech,AI,Female-Only,GEN-EWS,0,3554,3554
IIT-(ISM) Dhanbad,Electronics and Instrumentation Engineering,4 Years,B.Tech,AI,Female-Only,OBC-NCL,0,3554,3554
NIT-Uttarakhand,Mechanical Engineering,4 Years,B.Tech,HS,Gender-Neutral,SC,0,3558,8495
NIT-Hamirpur,Engineering Physics,4 Years,B.Tech,OS,Female-Only,ST,0,3558,3558
IIT-Kharagpur,Civil Engineering with any of the listed specialization,5 Years,B.Tech + M.Tech (IDD),AI,Gender-Neutral,GEN,0,3559,6668
NIT-Jamshedpur,Computer Science and Engineering,4 Years,B.Tech,HS,Female-Only,GEN-EWS,0,3560,5162
NIT-Hamirpur,Computer Science and Engineering,4 Years,B.Tech,HS,Gender-Neutral,GEN-EWS,0,3561,7985
NIT-Warangal,Metallurgical and Materials Engineering,4 Years,B.Tech,HS,Gender-Neutral,GEN-EWS,0,3567,3714
NIT-Raipur,Civil Engineering,4 Years,B.Tech,OS,Gender-Neutral,SC,0,3567,5760
IIT-Dharwad,Mechanical Engineering,4 Years,B.Tech,AI,Female-Only,GEN-EWS,0,3568,3643
NIT-Tiruchirappalli,Electrical and Electronics Engineering,4 Years,B.Tech,OS,Gender-Neutral,GEN,0,3571,5243
IIT-Jammu,Chemical Engineering,4 Years,B.Tech,AI,Gender-Neutral,OBC-NCL,0,3571,5213
NIT-Patna,Electronics and Communication Engineering,4 Years,B.Tech,HS,Gender-Neutral,SC,0,3571,6511
IIT-Kharagpur,Physics,4 Years,BSc,AI,Gender-Neutral,GEN,0,3573,6664
IIT-Tirupati,Electrical Engineering,4 Years,B.Tech,AI,Gender-Neutral,GEN,0,3574,7289
NIT-Goa,Electronics and Communication Engineering,4 Years,B.Tech,OS,Female-Only,GEN-EWS,0,3576,3800
IIT-Jammu,Civil Engineering,4 Years,B.Tech,AI,Female-Only,GEN-EWS,0,3577,4066
NIT-Arunachal-Pradesh,Computer Science and Engineering,4 Years,B.Tech,OS,Female-Only,SC,0,3577,6039
IIT-Kanpur,Biological Sciences and Bioengineering,4 Years,B.Tech,AI,Gender-Neutral,GEN,0,3578,7041
NIT-Agartala,Chemical Engineering,4 Years,B.Tech,HS,Gender-Neutral,ST,0,3584,33980
NIT-Allahabad,Civil Engineering,4 Years,B.Tech,HS,Female-Only,GEN-EWS,0,3584,7662
IIT-(BHU) Varanasi,Mechanical Engineering,4 Years,B.Tech,AI,Female-Only,OBC-NCL,0,3588,6270
IIT-Roorkee,Physics,5 Years,Int MSc.,AI,Gender-Neutral,GEN,0,3588,8907
NIT-Hamirpur,Electronics and Communication Engineering,4 Years,B.Tech,OS,Female-Only,GEN-EWS,0,3592,5055
NIT-Bhopal,Electrical Engineering,4 Years,B.Tech,OS,Female-Only,GEN-EWS,0,3593,5522
NIT-Allahabad,Electrical Engineering,4 Years,B.Tech,OS,Female-Only,SC,0,3598,5803
NIT-Allahabad,Electronics and Communication Engineering,4 Years,B.Tech,HS,Gender-Neutral,GEN,0,3600,8622
NIT-Durgapur,Chemical Engineering,4 Years,B.Tech,OS,Gender-Neutral,SC,0,3604,6622
IIT-Madras,Civil Engineering,5 Years,B.Tech + M.Tech (IDD),AI,Gender-Neutral,GEN,0,3604,5152
NIT-Jaipur,Mechanical Engineering,4 Years,B.Tech,HS,Gender-Neutral,OBC-NCL,0,3604,5914
IIT-Madras,Metallurgical and Materials Engineering,4 Years,B.Tech,AI,Female-Only,OBC-NCL,0,3606,5349
IIT-Kharagpur,Ocean Engineering and Naval Architecture,4 Years,B.Tech,AI,Gender-Neutral,GEN,0,3609,7983
NIT-Srinagar,Chemical Engineering,4 Years,B.Tech,OS,Female-Only,ST,0,3609,5061
NIT-Bhopal,Civil Engineering,4 Years,B.Tech,HS,Gender-Neutral,GEN-EWS,0,3611,6759
NIT-Sikkim,Electrical and Electronics Engineering,4 Years,B.Tech,OS,Gender-Neutral,SC,0,3611,7388
IIT-Indore,Civil Engineering,4 Years,B.Tech,AI,Female-Only,OBC-NCL,0,3613,6987
IIT-Bhubaneswar,Electronics and Communication Engineering,4 Years,B.Tech,AI,Female-Only,GEN,0,3615,7917
NIT-Goa,Electronics and Communication Engineering,4 Years,B.Tech,GO,Female-Only,SC,0,3619,14319
NIT-Rourkela,Bio Technology,4 Years,B.Tech,HS,Gender-Neutral,SC,0,3624,9011
IIT-Kharagpur,Agricultural and Food Engineering with M.Tech. in any of the listedspecializations,5 Years,B.Tech + M.Tech (IDD),AI,Gender-Neutral,OBC-NCL,0,3625,4123
